,Gen-Load Shed,Gen-Gas New,Gen-Adama,Gen-Ashegoda,Gen-Ayisha,Gen-Wind New,Gen-Solar New I,Gen-Solar New II,RvrIn-Lake Tana Inflow,RvrIn-Fincha River,RvrIn-Gibr Shet River,RvrIn-Gibe River,RvrIn-Awasha River,RvrIn-Melka Wakena River,RvrOut-Gibe River,RvrOut-Awash River,RvrOut-Melka Wakena River,RvrIn-Genale River,RvrOut-Genale River,RvrIn-Tekeze River,RvrOut-Tekeze River,RvrOut-Blue Nile River,Gen-Export_potential
6890,1858.219711920414,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.002,-0.0,0.013,0.003,-0.0,0.174,0.0,0.0,-0.174,0.171,-0.18700000000000003,-0.0,0.0,-0.002,-0.0
6891,1901.0942805655413,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.001,-0.0,0.005,0.001,-0.0,0.151,0.0,0.0,-0.151,0.176,-0.182,-0.0,0.0,-0.001,-0.0
6892,2024.8107559333282,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,0.002,-0.0,-0.0,0.1,0.0,0.0,-0.1,0.208,-0.21,-0.0,0.0,0.0,-0.0
6893,2255.902679514608,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,0.001,-0.0,-0.0,0.058,-0.0010000000000000009,0.0,-0.058,0.248,-0.248,-0.0,0.0,0.0,-0.0
6894,2380.2667232917756,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.032,0.0,0.0,-0.032,0.228,-0.228,-0.0,0.0,0.0,-0.0
6895,2360.651376725751,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,0.002,0.002,0.001,0.021,-0.0040000000000000036,-0.001,-0.021,0.155,-0.155,-0.0,0.0,0.0,-0.0
6896,2401.119283439793,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,0.002,0.002,0.001,0.015,-0.0040000000000000036,-0.001,-0.015,0.101,-0.101,-0.0,0.0,0.0,-0.0
6897,2386.1743691793713,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,0.001,0.001,0.001,0.017,-0.0020000000000000018,-0.001,-0.017,0.089,-0.089,-0.0,0.0,0.0,-0.0
6898,2382.516585952198,100.0,204.0,120.0,80.0,1.0,1.0,1.0,-0.0,-0.0,0.001,0.001,-0.0,0.03,-0.0020000000000000018,0.0,-0.03,0.131,-0.131,-0.0,0.0,0.0,-0.0
6899,2350.581042819682,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.001,-0.0,0.002,0.002,0.001,0.05,0.0,-0.001,-0.05,0.189,-0.193,-0.0,0.0,-0.001,-0.0
6900,2288.6068096480494,100.0,204.0,120.0,80.0,0.9999999999999996,1.0,1.0,0.005,0.001,0.004,0.004,0.001,0.066,0.0,-0.001,-0.066,0.257,-0.265,0.004,-0.004,-0.006,-0.0
6901,2223.715370091073,100.0,204.0,120.0,80.0,1.0,1.0,1.0,0.011,0.003,0.007,0.005,0.001,0.074,0.0,-0.001,-0.074,0.281,-0.29300000000000004,0.021,-0.021,-0.013999999999999999,-0.0
